,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,
365,Mathias Normann,MF,Norwich City,25,1996,18.3,34,1.86,14,5,5,3,4,3,3,0.16,3,0,0,0,0,0,Matches
366,Christian Nørgaard,MF,Brentford,27,1994,33.9,49,1.44,43,0,3,1,1,1,6,0.18,5,0,1,0,0,0,Matches
367,Angelo Ogbonna,DF,West Ham,33,1988,10.2,2,0.2,2,0,0,0,0,0,1,0.1,1,0,0,0,0,0,Matches
368,Michael Olise,FWMF,Crystal Palace,19,2001,12.7,38,3,32,3,1,1,1,0,7,0.55,6,0,0,1,0,0,Matches
369,Robin Olsen,GK,Aston Villa,31,1990,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,Matches
370,Andrew Omobamidele,DF,Norwich City,19,2002,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
371,Tyler Onyango,MFFW,Everton,18,2003,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
372,Frank Onyeka,MF,Brentford,23,1998,11.6,17,1.46,11,0,1,1,4,0,1,0.09,0,0,0,0,1,0,Matches
373,Divock Origi,FW,Liverpool,26,1995,1.5,2,1.35,1,0,0,1,0,0,2,1.35,1,0,0,1,0,0,Matches
374,Alex Oxlade-Chamberlain,MFFW,Liverpool,27,1993,8.7,21,2.41,17,0,2,0,1,1,1,0.11,1,0,0,0,0,0,Matches
375,Cole Palmer,FWMF,Manchester City,19,2002,1.4,7,5.12,4,0,0,2,1,0,1,0.73,0,0,0,1,0,0,Matches
376,Emerson Palmieri,DF,Chelsea,26,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
377,Thomas Partey,MF,Arsenal,28,1993,22.5,51,2.26,39,0,5,4,3,0,3,0.13,2,0,0,1,0,0,Matches
378,João Pedro,FWMF,Watford,19,2001,18.3,49,2.68,33,0,7,4,4,1,4,0.22,3,0,0,1,0,0,Matches
379,Nicolas Pépé,FWMF,Arsenal,26,1995,7.7,28,3.62,15,9,2,2,0,0,4,0.52,2,0,0,2,0,0,Matches
380,Ricardo Pereira,DF,Leicester City,27,1993,11,23,2.09,19,0,3,0,0,1,6,0.54,4,0,1,0,0,1,Matches
381,Ayoze Pérez,MFFW,Leicester City,28,1993,4.9,18,3.64,14,0,2,1,0,1,2,0.4,2,0,0,0,0,0,Matches
382,Sonny Perkins,FW,West Ham,17,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
383,Romain Perraud,DF,Southampton,23,1997,18,27,1.5,20,1,2,2,1,1,3,0.17,3,0,0,0,0,0,Matches
384,Kalvin Phillips,MF,Leeds United,25,1995,17.7,23,1.3,17,3,0,1,0,2,4,0.23,3,1,0,0,0,0,Matches
385,Jaden Philogene Bidace,FW,Aston Villa,19,2002,0.1,1,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
386,Jordan Pickford,GK,Everton,27,1994,35,7,0.2,4,3,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
387,Erik Pieters,DF,Burnley,32,1988,8.1,7,0.86,5,2,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
388,Ethan Pinnock,DF,Brentford,28,1993,29.9,20,0.67,14,3,0,3,0,0,3,0.1,1,1,0,1,0,0,Matches
389,Daniel Podence,FWMF,Wolves,25,1995,16.5,62,3.76,48,0,4,5,4,1,4,0.24,3,0,0,1,0,0,Matches
390,Paul Pogba,MFFW,Manchester Utd,28,1993,15,51,3.4,40,1,4,1,5,0,11,0.73,10,1,0,0,0,0,Matches
391,Nick Pope,GK,Burnley,29,1992,36,8,0.22,5,3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
392,Isaac Price,MF,Everton,17,2003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
393,Teemu Pukki,FW,Norwich City,31,1990,36.1,60,1.66,36,0,9,2,11,2,4,0.11,3,0,0,0,1,0,Matches
394,Christian Pulisic,MFFW,Chelsea,22,1998,14.3,33,2.3,23,0,0,2,5,3,2,0.14,2,0,0,0,0,0,Matches
395,Przemysław Płacheta,FWMF,Norwich City,23,1998,5.6,14,2.5,5,2,2,0,5,0,0,0,0,0,0,0,0,0,Matches
396,Jesuran Rak Sakyi,FWMF,Crystal Palace,18,2002,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
397,Aaron Ramsdale,GK,Arsenal,23,1998,34,1,0.03,0,1,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches
398,Jacob Ramsey,MF,Aston Villa,20,2001,27.4,63,2.3,49,0,3,2,8,1,3,0.11,2,0,0,1,0,0,Matches
399,Marcus Rashford,FWMF,Manchester Utd,23,1997,13.7,29,2.11,18,0,4,2,5,0,3,0.22,3,0,0,0,0,0,Matches
400,Milot Rashica,FWMF,Norwich City,25,1996,24.8,56,2.26,33,14,2,3,2,2,4,0.16,3,1,0,0,0,0,Matches
401,David Raya,GK,Brentford,25,1995,24,2,0.08,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
402,Nathan Redmond,MFFW,Southampton,27,1994,20.4,66,3.24,53,4,2,4,2,1,8,0.39,6,1,0,0,1,0,Matches
403,Sergio Reguilón,DF,Tottenham,24,1996,21.3,52,2.44,41,3,3,2,3,0,5,0.23,5,0,0,0,0,0,Matches
404,Declan Rice,MF,West Ham,22,1999,35.3,59,1.67,50,1,2,2,1,3,8,0.23,8,0,0,0,0,0,Matches
405,Taylor Richards,MFFW,Brighton,20,2000,0.3,1,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
406,Richarlison,FWMF,Everton,24,1997,28,62,2.21,43,0,1,7,10,1,8,0.29,4,0,0,3,1,0,Matches
407,Jaïro Riedewald,MF,Crystal Palace,24,1996,1.3,3,2.29,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
408,Matt Ritchie,DF,Newcastle Utd,31,1989,14.9,40,2.69,18,21,0,1,0,0,3,0.2,2,1,0,0,0,0,Matches
409,Connor Roberts,DF,Burnley,25,1995,18.8,22,1.17,17,1,1,1,2,0,1,0.05,1,0,0,0,0,0,Matches
410,Tyler Roberts,MFFW,Leeds United,22,1999,11,28,2.55,22,0,2,2,2,0,1,0.09,1,0,0,0,0,0,Matches
411,Andrew Robertson,DF,Liverpool,27,1994,28.2,95,3.37,64,22,3,1,3,2,16,0.57,13,2,1,0,0,0,Matches
412,Joe Rodon,DF,Tottenham,23,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
413,Rodri,MF,Manchester City,25,1996,32,75,2.34,63,1,2,5,1,3,3,0.09,3,0,0,0,0,0,Matches
414,Rodrigo,MFFW,Leeds United,30,1991,25.2,73,2.9,61,3,2,1,2,4,4,0.16,2,0,1,0,0,1,Matches
415,Jay Rodriguez,FW,Burnley,32,1989,15.4,24,1.56,15,0,1,6,2,0,3,0.2,2,0,0,1,0,0,Matches
416,Mads Roerslev,DF,Brentford,22,1999,13.8,16,1.16,12,0,1,1,2,0,3,0.22,2,0,0,1,0,0,Matches
417,Cristian Romero,DF,Tottenham,23,1998,20.5,17,0.83,14,1,0,0,1,1,2,0.1,1,0,0,0,0,1,Matches
418,Oriol Romeu,MF,Southampton,29,1991,32.1,67,2.09,63,0,1,1,0,2,4,0.12,4,0,0,0,0,0,Matches
419,Cristiano Ronaldo,FW,Manchester Utd,36,1985,27.3,76,2.79,56,0,9,5,5,1,9,0.33,4,0,2,1,2,0,Matches
420,Salomón Rondón,FW,Everton,31,1989,8.8,17,1.94,13,0,1,2,0,1,1,0.11,1,0,0,0,0,0,Matches
421,Danny Rose,DF,Watford,31,1990,7.7,11,1.44,10,1,0,0,0,0,1,0.13,0,1,0,0,0,0,Matches
422,Jon Rowe,FWMF,Norwich City,18,2003,2.5,6,2.42,5,1,0,0,0,0,1,0.4,1,0,0,0,0,0,Matches
423,John Ruddy,GK,Wolves,34,1986,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
424,Antonio Rüdiger,DF,Chelsea,28,1993,33.7,39,1.16,34,0,1,2,2,0,8,0.24,5,0,0,1,2,0,Matches
425,Lukas Rupp,MF,Norwich City,30,1991,8.5,27,3.16,22,0,3,1,1,0,0,0,0,0,0,0,0,0,Matches
426,José Sá,GK,Wolves,28,1993,36.5,4,0.11,3,1,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches
427,Allan Saint-Maximin,FWMF,Newcastle Utd,24,1997,31.2,114,3.66,74,2,23,5,7,3,9,0.29,7,0,0,1,1,0,Matches
428,Romain Saïss,DF,Wolves,31,1990,30.1,15,0.5,14,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
429,Bukayo Saka,FWMF,Arsenal,19,2001,33.1,142,4.29,94,18,12,7,10,1,16,0.48,8,4,0,1,3,0,Matches
430,Mohamed Salah,FW,Liverpool,29,1992,30.7,133,4.33,93,0,21,15,3,1,25,0.81,17,0,5,2,1,0,Matches
431,Mohammed Salisu,DF,Southampton,22,1999,33,27,0.82,21,1,0,3,0,2,3,0.09,3,0,0,0,0,0,Matches
432,Albert Sambi Lokonga,MF,Arsenal,21,1999,12.6,34,2.7,32,0,0,0,1,1,0,0,0,0,0,0,0,0,Matches
433,Davinson Sánchez,DF,Tottenham,25,1996,18.1,16,0.88,15,0,0,1,0,0,1,0.06,1,0,0,0,0,0,Matches
434,Robert Sánchez,GK,Brighton,23,1997,37,4,0.11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
435,Jadon Sancho,FWMF,Manchester Utd,21,2000,21.1,82,3.88,67,3,9,2,1,0,8,0.38,6,0,2,0,0,0,Matches
436,Morgan Sanson,MF,Aston Villa,26,1994,4,3,0.76,2,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
437,Samir Santos,DF,Watford,26,1994,18.6,4,0.22,3,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
438,Josh Sargent,FWMF,Norwich City,21,2000,17.5,26,1.49,18,0,1,3,4,0,2,0.11,1,0,1,0,0,0,Matches
439,Jeremy Sarmiento,FWMF,Brighton,19,2002,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
440,Ismaila Sarr,FWMF,Watford,23,1998,20.7,44,2.13,34,0,4,0,4,2,3,0.15,3,0,0,0,0,0,Matches
441,Malang Sarr,DF,Chelsea,22,1999,6.1,7,1.15,7,0,0,0,0,0,1,0.16,1,0,0,0,0,0,Matches
442,Dane Scarlett,MF,Tottenham,17,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
443,Fabian Schär,DF,Newcastle Utd,29,1991,24,24,1,16,3,2,2,1,0,4,0.17,3,0,1,0,0,0,Matches
444,Jeffrey Schlupp,MFFW,Crystal Palace,28,1992,20.6,41,1.99,31,0,4,3,3,0,5,0.24,2,0,1,0,2,0,Matches
445,Kasper Schmeichel,GK,Leicester City,34,1986,37,5,0.14,5,0,0,0,0,0,2,0.05,2,0,0,0,0,0,Matches
446,Ken Sema,MFFW,Watford,27,1993,9.5,20,2.11,8,7,1,0,3,1,0,0,0,0,0,0,0,0,Matches
447,Nélson Semedo,DF,Wolves,27,1993,23.7,37,1.56,29,0,4,2,2,0,1,0.04,1,0,0,0,0,0,Matches
448,Ryan Sessegnon,DF,Tottenham,21,2000,11.6,21,1.81,19,1,1,0,0,0,4,0.34,4,0,0,0,0,0,Matches
449,Jamie Shackleton,DFMF,Leeds United,21,1999,7.9,8,1.02,6,1,0,1,0,0,1,0.13,0,0,0,1,0,0,Matches
450,Luke Shaw,DF,Manchester Utd,26,1995,17.8,64,3.6,41,21,0,0,0,2,6,0.34,5,1,0,0,0,0,Matches
451,Jonjo Shelvey,MF,Newcastle Utd,29,1992,22,42,1.91,30,8,1,0,0,3,2,0.09,1,0,0,0,0,1,Matches
452,Shola Shoretire,FW,Manchester Utd,17,2004,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
453,Francisco Sierralta,DF,Watford,24,1997,4.7,1,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
454,Bernardo Silva,MFFW,Manchester City,26,1994,31.7,127,4,100,3,11,7,6,0,13,0.41,10,1,0,1,1,0,Matches
455,Fábio Silva,FW,Wolves,19,2002,6.4,16,2.52,9,0,3,3,0,1,1,0.16,0,0,0,1,0,0,Matches
456,Thiago Silva,DF,Chelsea,36,1984,29.4,26,0.88,21,0,0,3,1,1,1,0.03,0,0,0,0,1,0,Matches
457,Ellis Simms,FW,Everton,20,2001,0.7,1,1.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
458,Moussa Sissoko,MF,Watford,31,1989,35.8,62,1.73,52,0,4,2,1,3,4,0.11,2,0,1,0,0,1,Matches
459,Oliver Skipp,MF,Tottenham,20,2000,15,22,1.47,21,0,0,0,1,0,3,0.2,3,0,0,0,0,0,Matches
460,William Smallbone,MFFW,Southampton,21,2000,1.5,1,0.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
461,Emile Smith Rowe,MFFW,Arsenal,21,2000,21.3,65,3.05,49,4,5,4,3,0,6,0.28,5,1,0,0,0,0,Matches
462,Cédric Soares,DF,Arsenal,29,1991,16.5,36,2.18,25,9,0,0,1,1,2,0.12,1,1,0,0,0,0,Matches
463,Tomáš Souček,MF,West Ham,26,1995,34,34,1,29,0,0,3,1,1,4,0.12,4,0,0,0,0,0,Matches
464,Boubakary Soumaré,MF,Leicester City,22,1999,12.2,15,1.23,12,0,2,0,0,1,2,0.16,2,0,0,0,0,0,Matches
465,Çağlar Söyüncü,DF,Leicester City,25,1996,27.7,11,0.4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
466,Tony Springett,FWMF,Norwich City,18,2002,1.6,3,1.91,2,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
467,Jason Steele,GK,Brighton,30,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
468,Jed Steer,GK,Aston Villa,28,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
469,Zack Steffen,GK,Manchester City,26,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
470,Dale Stephens,MF,Burnley,32,1989,1.4,2,1.45,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
471,Jack Stephens,DF,Southampton,27,1994,9,6,0.67,5,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
472,Raheem Sterling,FW,Manchester City,26,1994,23.6,90,3.81,69,1,11,3,5,1,11,0.47,5,0,0,2,4,0,Matches
473,Finley Stevens,DF,Brentford,18,2003,0.2,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
474,John Stones,DF,Manchester City,27,1994,12.4,14,1.13,12,1,0,1,0,0,1,0.08,0,0,0,1,0,0,Matches
475,Pascal Struijk,DF,Leeds United,21,1999,22.8,19,0.83,13,0,0,2,1,3,2,0.09,0,0,0,1,0,1,Matches
476,Crysencio Summerville,MFFW,Leeds United,19,2001,1.4,2,1.38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
477,Jakob Sørensen,MFDF,Norwich City,23,1998,6.7,2,0.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
478,Japhet Tanganga,DF,Tottenham,22,1999,8.2,3,0.37,2,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
479,Matt Targett,DF,Aston Villa,25,1995,15.9,27,1.7,22,5,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
480,Matt Targett,DF,Newcastle Utd,25,1995,16,34,2.12,15,14,0,1,4,0,1,0.06,0,1,0,0,0,0,Matches
481,James Tarkowski,DF,Burnley,28,1992,34.5,23,0.67,20,0,0,2,0,1,2,0.06,2,0,0,0,0,0,Matches
482,Nuno Tavares,DF,Arsenal,21,2000,13.1,26,1.99,18,0,3,1,2,2,3,0.23,2,0,0,1,0,0,Matches
483,Charlie Taylor,DF,Burnley,27,1993,30.3,41,1.35,32,2,1,0,6,0,6,0.2,4,1,0,0,1,0,Matches
484,Nathan Tella,MFFW,Southampton,22,1999,8.9,18,2.01,12,0,2,0,4,0,3,0.34,2,0,0,0,1,0,Matches
485,Alex Telles,DF,Manchester Utd,28,1992,18.4,45,2.44,24,18,0,1,1,1,5,0.27,0,4,0,0,1,0,Matches
486,Luke Thomas,DF,Leicester City,20,2001,21.2,20,0.94,14,4,0,1,0,1,1,0.05,1,0,0,0,0,0,Matches
487,Dominic Thompson,DF,Brentford,21,2000,1.6,1,0.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
488,Youri Tielemans,MF,Leicester City,24,1997,29.2,84,2.87,65,4,4,4,2,5,12,0.41,10,0,0,1,0,1,Matches
489,Kieran Tierney,DF,Arsenal,24,1997,21.3,38,1.79,33,2,1,1,1,0,3,0.14,3,0,0,0,0,0,Matches
490,Takehiro Tomiyasu,DF,Arsenal,22,1998,18.7,30,1.61,25,1,0,0,0,4,4,0.21,3,0,0,0,0,1,Matches
491,James Tomkins,DF,Crystal Palace,32,1989,6.1,3,0.49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
492,Ivan Toney,FW,Brentford,25,1996,32.3,80,2.48,53,1,4,9,11,2,10,0.31,6,0,1,0,3,0,Matches
493,Ferrán Torres,FW,Manchester City,21,2000,3.4,5,1.49,4,0,0,1,0,0,2,0.59,2,0,0,0,0,0,Matches
494,Cenk Tosun,FW,Everton,30,1991,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
495,Andros Townsend,MF,Everton,30,1991,16.2,54,3.34,38,8,1,2,4,1,4,0.25,4,0,0,0,0,0,Matches
496,Adama Traoré,FW,Wolves,25,1996,11.9,50,4.22,30,0,12,0,6,2,2,0.17,1,0,0,0,1,0,Matches
497,Bertrand Traoré,MFFW,Aston Villa,25,1995,2.4,11,4.5,6,0,3,1,1,0,2,0.82,0,0,1,0,1,0,Matches
498,Trézéguet,FW,Aston Villa,26,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
499,Francisco Trincão,FWMF,Wolves,21,1999,14.8,39,2.63,24,3,9,0,2,1,2,0.13,2,0,0,0,0,0,Matches
500,Kieran Trippier,DF,Newcastle Utd,30,1990,4.8,9,1.89,1,8,0,0,0,0,1,0.21,1,0,0,0,0,0,Matches
501,William Troost-Ekong,DF,Watford,27,1993,15.4,4,0.26,3,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
502,Leandro Trossard,FWMF,Brighton,26,1994,31.2,91,2.92,65,4,15,4,3,0,10,0.32,6,1,2,0,1,0,Matches
503,Kostas Tsimikas,DF,Liverpool,25,1996,9.7,37,3.8,24,13,0,0,0,0,3,0.31,2,1,0,0,0,0,Matches
504,Axel Tuanzebe,DF,Aston Villa,23,1997,5.6,1,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
505,Ozan Tufan,MF,Watford,26,1995,3.7,7,1.89,6,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
506,Christos Tzolis,FWMF,Norwich City,19,2002,3.7,11,2.95,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
507,Yan Valery,DF,Southampton,22,1999,4.1,1,0.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
508,Raphaël Varane,DF,Manchester Utd,28,1993,20.3,10,0.49,9,0,0,0,0,1,2,0.1,2,0,0,0,0,0,Matches
509,Jamie Vardy,FW,Leicester City,34,1987,20.1,38,1.89,30,0,2,3,1,2,5,0.25,2,0,2,1,0,0,Matches
510,Joël Veltman,DF,Brighton,29,1992,31.9,36,1.13,29,2,1,1,2,1,2,0.06,2,0,0,0,0,0,Matches
511,Jannik Vestergaard,DF,Leicester City,28,1992,6.3,3,0.48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
512,Nikola Vlašić,FWMF,West Ham,23,1997,6.2,18,2.89,14,0,2,0,2,0,0,0,0,0,0,0,0,0,Matches
513,Matěj Vydra,FW,Burnley,29,1992,7.5,12,1.59,11,0,0,0,1,0,3,0.4,3,0,0,0,0,0,Matches
514,Theo Walcott,MFFW,Southampton,32,1989,4.2,4,0.95,4,0,0,0,0,0,1,0.24,1,0,0,0,0,0,Matches
515,Kyle Walker,DF,Manchester City,31,1990,19.5,36,1.85,32,0,0,1,3,0,5,0.26,4,0,0,0,1,0,Matches
516,Kyle Walker-Peters,DF,Southampton,24,1997,29.3,61,2.09,42,0,6,3,7,3,8,0.27,5,0,0,0,2,1,Matches
517,Aaron Wan-Bissaka,DF,Manchester Utd,23,1997,19.9,31,1.56,25,0,3,1,1,1,1,0.05,1,0,0,0,0,0,Matches
518,Danny Ward,GK,Leicester City,28,1993,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Matches
519,Joel Ward,DF,Crystal Palace,31,1989,27.6,16,0.58,14,2,0,0,0,0,2,0.07,2,0,0,0,0,0,Matches
520,James Ward-Prowse,MF,Southampton,26,1994,35.7,113,3.16,55,51,0,3,1,3,7,0.2,3,4,0,0,0,0,Matches
521,Ollie Watkins,FW,Aston Villa,25,1995,32.8,72,2.2,51,0,6,7,4,4,8,0.24,3,0,1,2,2,0,Matches
522,Adam Webster,DF,Brighton,26,1995,15.9,10,0.63,10,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
523,Wout Weghorst,FW,Burnley,28,1992,16.1,28,1.74,20,0,3,1,3,1,5,0.31,4,0,1,0,0,0,Matches
524,Danny Welbeck,FW,Brighton,30,1990,16.4,36,2.19,27,0,0,4,5,0,4,0.24,2,0,0,1,1,0,Matches
525,Timo Werner,FWMF,Chelsea,25,1996,14.3,26,1.82,19,0,4,3,0,0,4,0.28,3,0,0,1,0,0,Matches
526,Ashley Westwood,MF,Burnley,31,1990,25.4,55,2.16,33,17,1,2,1,1,7,0.28,5,2,0,0,0,0,Matches
527,Ben White,DF,Arsenal,23,1997,32,25,0.78,18,1,0,4,1,1,1,0.03,1,0,0,0,0,0,Matches
528,Brandon Williams,DF,Norwich City,20,2000,23.6,31,1.32,27,0,0,0,3,1,2,0.08,1,0,0,0,0,1,Matches
529,Neco Williams,DF,Liverpool,20,2001,0.1,2,22.5,1,0,1,0,0,0,2,22.5,1,0,1,0,0,0,Matches
530,Joe Willock,MF,Newcastle Utd,21,1999,22.6,46,2.03,29,0,9,1,5,2,4,0.18,1,0,1,0,2,0,Matches
531,Callum Wilson,FW,Newcastle Utd,29,1992,15.4,20,1.3,18,0,0,1,0,1,0,0,0,0,0,0,0,0,Matches
532,Harry Winks,MF,Tottenham,25,1996,10.1,23,2.27,17,3,1,0,2,0,4,0.39,4,0,0,0,0,0,Matches
533,Yoane Wissa,FWMF,Brentford,24,1996,14.3,19,1.33,13,0,1,1,4,0,4,0.28,2,0,0,1,1,0,Matches
534,Chris Wood,FW,Newcastle Utd,29,1991,14.7,21,1.42,16,0,2,2,1,0,2,0.14,1,0,0,0,1,0,Matches
535,Chris Wood,FW,Burnley,29,1991,15.2,21,1.38,16,0,1,2,2,0,2,0.13,2,0,0,0,0,0,Matches
536,Freddie Woodman,GK,Newcastle Utd,24,1997,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
537,Granit Xhaka,MFDF,Arsenal,28,1992,25.9,79,3.06,72,2,2,1,0,2,3,0.12,3,0,0,0,0,0,Matches
538,Andriy Yarmolenko,FW,West Ham,31,1989,3.5,7,1.99,4,0,2,1,0,0,0,0,0,0,0,0,0,0,Matches
539,Ashley Young,DFFW,Aston Villa,36,1985,13.9,22,1.58,16,3,1,0,1,1,4,0.29,2,1,1,0,0,0,Matches
540,Nathan Young-Coombes,FW,Brentford,18,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
541,Wilfried Zaha,FW,Crystal Palace,28,1992,30.7,104,3.39,73,0,14,8,8,1,12,0.39,6,0,3,2,1,0,Matches
542,Christoph Zimmermann,DF,Norwich City,28,1993,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
543,Oleksandr Zinchenko,DF,Manchester City,24,1996,11.6,42,3.61,33,4,2,1,1,1,10,0.86,7,0,1,1,0,1,Matches
544,Hakim Ziyech,FWMF,Chelsea,28,1993,14.7,64,4.37,45,5,6,4,3,1,7,0.48,6,0,1,0,0,0,Matches
545,Kurt Zouma,DF,West Ham,26,1994,23.1,6,0.26,5,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
546,Martin Ødegaard,MF,Arsenal,22,1998,30.9,134,4.33,105,13,6,7,2,1,12,0.39,12,0,0,0,0,0,Matches